,MARKET_TYPE,USER_TYPE,PRICE,AREA,ROOMS_NUM,BUILD_YEAR,FLOOR_NUMBER,BUILDING_FLOORS_NUM,BUILDING_MATERIAL,BUILDING_OWNERSHIP,BUILDING_TYPE,CONSTRUCTION_STATUS,EXTRAS_TYPES,WINDOWS_TYPE,HEATING,SECURITY_TYPES,PRICE_PER_M2,DISTANCE_FROM_CITY_CENTER_KM,RESIDENTIAL_AREA,DISTRICT
8361,primary,agency,498750.0,45.24,2,2022.0,floor_1,1.0,unknown,full_ownership,house,to_completion,"garden, terrace",plastic,electrical,"anti_burglary_door, closed_area, monitoring, roller_shutters",11024.54,10.74,Pracze Odrzańskie,Fabryczna
8362,primary,agency,574089.0,61.73,4,2024.0,floor_1,4.0,other,full_ownership,block,to_completion,"balcony, lift",plastic,urban,entryphone,9300.0,6.15,Jagodno,Krzyki
8363,primary,agency,480608.0,52.24,3,2024.0,floor_3,4.0,other,full_ownership,block,to_completion,"balcony, lift",plastic,urban,entryphone,9200.0,6.15,Jagodno,Krzyki
8364,primary,agency,412188.0,42.06,2,2024.0,floor_4,4.0,other,full_ownership,block,to_completion,"balcony, lift",plastic,urban,entryphone,9800.0,6.15,Jagodno,Krzyki
8365,primary,agency,367283.0,37.67,2,2024.0,ground_floor,4.0,other,full_ownership,block,to_completion,"lift, terrace",plastic,urban,entryphone,9750.01,6.15,Jagodno,Krzyki
8366,primary,agency,536600.0,60.36,3,2023.0,floor_2,4.0,concrete,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,urban,"anti_burglary_door, entryphone",8889.99,6.15,Jagodno,Krzyki
8367,primary,agency,499800.0,34.0,1,2023.0,floor_2,17.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift, terrace",plastic,urban,"anti_burglary_door, entryphone, monitoring, roller_shutters",14700.0,1.8,Ołbin,Śródmieście
8368,primary,agency,528736.0,63.78,2,2022.0,floor_1,4.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone",8290.0,6.41,Jagodno,Krzyki
8369,secondary,agency,630000.0,83.0,4,1975.0,floor_5,5.0,brick,full_ownership,block,ready_to_use,"basement, separate_kitchen, usable_room",unknown,urban,0,7590.36,0.54,Przedmieście Świdnickie,Stare Miasto
8370,secondary,agency,549000.0,75.35,3,1969.0,floor_4,4.0,brick,full_ownership,block,ready_to_use,"balcony, basement",plastic,urban,entryphone,7286.0,3.41,Gajowice,Fabryczna
8371,secondary,agency,790000.0,72.34,3,1993.0,floor_3,6.0,brick,full_ownership,block,ready_to_use,"balcony, basement, lift, separate_kitchen, usable_room",unknown,urban,0,10920.65,0.84,Nadodrze,Śródmieście
8372,primary,agency,570400.0,62.0,4,2022.0,floor_1,7.0,silikat,full_ownership,apartment,unknown,"balcony, lift",plastic,urban,entryphone,9200.0,6.15,Jagodno,Krzyki
8373,primary,agency,348172.0,36.08,2,2022.0,floor_1,10.0,concrete,full_ownership,apartment,to_completion,"balcony, lift",plastic,urban,entryphone,9650.0,3.76,Tarnogaj,Krzyki
8374,secondary,agency,460000.0,46.5,2,1950.0,ground_floor,2.0,other,full_ownership,block,ready_to_use,"basement, separate_kitchen, usable_room",plastic,electrical,0,9892.47,1.3,Huby,Krzyki
8375,secondary,agency,399000.0,39.0,2,1930.0,floor_2,4.0,brick,full_ownership,tenement,ready_to_use,"basement, separate_kitchen",plastic,gas,entryphone,10230.77,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
8376,primary,agency,504374.0,51.05,3,2022.0,ground_floor,2.0,unknown,unknown,unknown,to_completion,"garage, garden",unknown,unknown,0,9880.0,6.85,Muchobór Wielki,Fabryczna
8377,primary,agency,340367.0,29.61,1,2022.0,ground_floor,2.0,unknown,unknown,unknown,to_completion,"garage, garden",unknown,unknown,0,11495.0,6.85,Muchobór Wielki,Fabryczna
8378,primary,agency,756563.0,81.25,4,2022.0,ground_floor,2.0,unknown,unknown,unknown,to_completion,"garage, garden",unknown,unknown,0,9311.54,6.85,Muchobór Wielki,Fabryczna
8379,primary,agency,432154.0,49.73,2,2023.0,floor_2,4.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,entryphone,8690.01,6.41,Jagodno,Krzyki
8380,primary,agency,532658.0,59.25,3,2022.0,floor_2,4.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,entryphone,8990.01,6.41,Jagodno,Krzyki
8381,secondary,agency,550000.0,37.6,2,2020.0,ground_floor,4.0,unknown,full_ownership,apartment,ready_to_use,"garden, lift",unknown,urban,monitoring,14627.66,0.75,Przedmieście Świdnickie,Stare Miasto
8382,primary,agency,437477.0,49.67,2,2023.0,floor_3,4.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone",8807.67,6.41,Jagodno,Krzyki
8383,primary,agency,425788.0,48.44,2,2023.0,ground_floor,4.0,other,full_ownership,block,to_completion,"garage, garden, lift",plastic,urban,"anti_burglary_door, entryphone",8790.01,6.41,Jagodno,Krzyki
8384,secondary,agency,459000.0,58.0,3,1980.0,floor_1,3.0,unknown,full_ownership,block,unknown,"balcony, basement, garage, usable_room",plastic,urban,0,7913.79,5.55,Nowy Dwór,Fabryczna
8385,secondary,agency,489000.0,36.92,2,1900.0,ground_floor,4.0,unknown,full_ownership,tenement,unknown,0,plastic,urban,0,13244.85,0.89,Stare Miasto,Stare Miasto
8386,secondary,agency,595000.0,55.0,2,1979.0,floor_5,5.0,unknown,full_ownership,tenement,unknown,0,plastic,urban,0,10818.18,2.46,Huby,Krzyki
8387,primary,agency,433197.0,49.85,3,2022.0,floor_1,4.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",8690.01,6.15,Jagodno,Krzyki
8388,primary,agency,573066.0,61.62,4,2022.0,floor_3,4.0,other,full_ownership,block,to_completion,"balcony, garage",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring",9300.0,3.76,Tarnogaj,Krzyki
8389,primary,agency,543190.0,63.98,3,2022.0,floor_2,4.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone, monitoring",8490.0,6.15,Jagodno,Krzyki
8390,secondary,agency,1100000.0,69.0,3,2008.0,floor_3,5.0,other,full_ownership,apartment,unknown,"balcony, garage, terrace",plastic,urban,0,15942.03,0.7,Stare Miasto,Stare Miasto
8391,secondary,agency,349000.0,24.0,1,,floor_4,10.0,unknown,full_ownership,unknown,unknown,0,unknown,urban,0,14541.67,5.97,Księże,Krzyki
8392,secondary,agency,900000.0,53.51,2,2007.0,floor_2,5.0,unknown,unknown,unknown,unknown,balcony,unknown,unknown,0,16819.29,0.79,Stare Miasto,Stare Miasto
8393,secondary,agency,489000.0,37.0,2,1900.0,ground_floor,4.0,brick,full_ownership,tenement,to_renovation,0,unknown,urban,0,13216.22,0.59,Przedmieście Świdnickie,Stare Miasto
8394,primary,agency,349940.0,30.43,2,2021.0,floor_3,4.0,unknown,full_ownership,block,ready_to_use,"garage, lift",unknown,urban,"alarm, monitoring",11499.84,6.03,Jagodno,Krzyki
8395,secondary,agency,1300000.0,120.37,4,1880.0,floor_3,4.0,unknown,unknown,tenement,ready_to_use,"balcony, garage",wooden,urban,entryphone,10800.03,1.42,Ołbin,Śródmieście
8396,secondary,agency,350000.0,23.71,1,1990.0,floor_4,11.0,unknown,full_ownership,block,unknown,garage,plastic,urban,0,14761.7,2.24,Powstańców Śląskich,Krzyki
8397,primary,agency,909068.0,75.68,3,2024.0,floor_4,7.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,urban,entryphone,12012.0,2.75,Huby,Krzyki
8398,secondary,agency,575000.0,55.0,2,1979.0,floor_5,5.0,concrete_plate,co_operative_ownership,block,unknown,"air_conditioning, balcony, basement, separate_kitchen",plastic,urban,"anti_burglary_door, entryphone",10454.55,2.34,Huby,Krzyki
8399,primary,agency,423218.0,31.28,1,2023.0,floor_6,10.0,other,full_ownership,block,to_completion,"garage, lift, terrace",plastic,urban,entryphone,13529.99,3.41,Gajowice,Fabryczna
8400,primary,agency,450223.0,41.67,2,2022.0,floor_2,2.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,urban,"anti_burglary_door, entryphone, roller_shutters",10804.49,4.9,Wojszyce,Krzyki
8401,primary,developer,657552.0,62.82,3,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garden, lift",unknown,unknown,0,10467.24,7.79,Żerniki,Fabryczna
8402,primary,developer,819362.0,64.54,4,2023.0,floor_6,7.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,12695.41,2.61,Ołbin,Śródmieście
8403,primary,agency,486685.0,44.65,2,2024.0,floor_3,7.0,other,full_ownership,block,to_completion,lift,plastic,urban,"anti_burglary_door, entryphone",10900.0,3.14,Huby,Krzyki
8404,primary,agency,440218.0,41.53,2,2024.0,floor_2,7.0,other,full_ownership,block,to_completion,lift,plastic,urban,"anti_burglary_door, entryphone",10600.0,3.14,Huby,Krzyki
8405,primary,agency,522690.0,49.78,2,2024.0,floor_1,7.0,other,full_ownership,block,to_completion,lift,plastic,urban,"anti_burglary_door, entryphone",10500.0,3.14,Huby,Krzyki
8406,primary,agency,1398300.0,88.5,4,2023.0,floor_1,4.0,silikat,full_ownership,block,to_completion,"balcony, basement, garage, lift, terrace",plastic,boiler_room,"anti_burglary_door, entryphone",15800.0,6.31,Swojczyce-Strachocin-Wojnów,Psie Pole
8407,primary,agency,1087505.0,82.7,4,2023.0,floor_1,7.0,silikat,full_ownership,apartment,to_completion,"basement, garage, garden, lift, terrace",wooden,urban,"anti_burglary_door, entryphone, monitoring, roller_shutters",13150.0,1.8,Ołbin,Śródmieście
8408,primary,agency,1408248.0,124.9,3,2023.0,floor_2,7.0,silikat,full_ownership,apartment,to_completion,"balcony, basement, garage, lift",wooden,urban,"anti_burglary_door, entryphone, monitoring, roller_shutters",11275.0,1.8,Ołbin,Śródmieście
8409,primary,agency,445909.0,41.09,2,2022.0,floor_2,2.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,other,entryphone,10852.01,6.81,Ołtaszyn,Krzyki
8410,primary,agency,450000.0,66.0,3,2021.0,floor_2,3.0,unknown,full_ownership,unknown,unknown,garage,unknown,unknown,0,6818.18,12.29,Leśnica,Fabryczna
8411,primary,agency,798365.0,62.88,3,2022.0,floor_3,9.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,urban,entryphone,12696.64,2.02,Szczepin,Stare Miasto
8412,primary,agency,1079058.0,98.45,4,2022.0,floor_2,7.0,other,full_ownership,apartment,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone",10960.47,2.02,Szczepin,Stare Miasto
8413,primary,agency,577875.0,46.22,1,2022.0,floor_5,6.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,urban,entryphone,12502.7,2.02,Szczepin,Stare Miasto
8414,secondary,agency,650000.0,67.8,3,1990.0,floor_8,11.0,concrete_plate,co_operative_ownership,block,unknown,"balcony, basement, lift",plastic,urban,0,9587.02,3.25,Gaj,Krzyki
8415,primary,agency,507265.0,49.72,3,2022.0,floor_4,4.0,other,full_ownership,block,to_completion,"balcony, basement, garage",plastic,urban,entryphone,10202.43,4.03,Kleczków,Psie Pole
8416,primary,agency,294631.0,16.09,1,2022.0,floor_4,7.0,unknown,full_ownership,apartment,ready_to_use,lift,unknown,urban,"entryphone, monitoring",18311.44,2.73,Szczepin,Stare Miasto
8417,primary,agency,306164.0,18.7,1,2022.0,floor_4,7.0,unknown,full_ownership,apartment,ready_to_use,lift,unknown,urban,"entryphone, monitoring",16372.41,2.73,Szczepin,Stare Miasto
8418,primary,agency,371266.0,28.03,1,2022.0,floor_higher_10,12.0,unknown,full_ownership,apartment,unknown,"balcony, lift",plastic,urban,"entryphone, monitoring",13245.31,2.8,Szczepin,Stare Miasto
8419,primary,agency,305642.0,18.53,1,2022.0,floor_4,7.0,unknown,full_ownership,apartment,ready_to_use,lift,unknown,urban,"entryphone, monitoring",16494.44,2.73,Szczepin,Stare Miasto
8420,primary,agency,302211.0,22.75,1,2023.0,floor_3,10.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,entryphone,13284.0,3.41,Gajowice,Fabryczna
8421,secondary,agency,1190000.0,94.0,4,1925.0,floor_1,2.0,brick,full_ownership,unknown,to_renovation,balcony,unknown,other,0,12659.57,3.76,Tarnogaj,Krzyki
8422,primary,agency,469752.0,51.06,3,2023.0,floor_3,4.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"closed_area, entryphone",9200.0,6.15,Jagodno,Krzyki
8423,secondary,agency,430000.0,33.0,1,2004.0,ground_floor,3.0,breezeblock,full_ownership,apartment,unknown,terrace,plastic,urban,"anti_burglary_door, entryphone, roller_shutters",13030.3,4.0,Gaj,Krzyki
8424,primary,developer,663204.0,62.82,3,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garden, lift",unknown,unknown,0,10557.21,7.79,Żerniki,Fabryczna
8425,primary,developer,684324.0,66.69,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"balcony, lift",unknown,unknown,0,10261.27,7.79,Żerniki,Fabryczna
8426,primary,developer,684324.0,66.69,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"balcony, lift",unknown,unknown,0,10261.27,7.79,Żerniki,Fabryczna
8427,primary,developer,684324.0,66.69,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"balcony, lift",unknown,unknown,0,10261.27,7.79,Żerniki,Fabryczna
8428,primary,developer,681645.0,66.55,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"balcony, lift",unknown,unknown,0,10242.6,7.79,Żerniki,Fabryczna
8429,primary,developer,682092.0,66.55,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"balcony, lift",unknown,unknown,0,10249.32,7.79,Żerniki,Fabryczna
8430,primary,developer,661102.0,62.82,3,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garden, lift",unknown,unknown,0,10523.75,7.79,Żerniki,Fabryczna
8431,primary,developer,546636.0,51.0,2,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"balcony, lift",unknown,unknown,0,10718.35,7.79,Żerniki,Fabryczna
8432,secondary,agency,830000.0,64.0,2,2010.0,ground_floor,5.0,silikat,full_ownership,apartment,unknown,"lift, separate_kitchen, terrace",wooden,urban,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",12968.75,2.93,Gajowice,Fabryczna
8433,secondary,agency,630000.0,76.0,2,1900.0,floor_1,5.0,brick,full_ownership,tenement,unknown,"basement, separate_kitchen",plastic,urban,"anti_burglary_door, entryphone",8289.47,1.8,Ołbin,Śródmieście
8434,primary,agency,350805.0,35.98,2,2023.0,ground_floor,4.0,other,full_ownership,block,to_completion,"garage, lift, terrace",plastic,urban,"closed_area, entryphone",9750.0,6.15,Jagodno,Krzyki
8435,primary,agency,476668.0,51.79,3,2023.0,floor_1,4.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,urban,"closed_area, entryphone",9203.86,6.15,Jagodno,Krzyki
8436,primary,agency,380472.0,39.84,2,2023.0,ground_floor,4.0,other,full_ownership,block,to_completion,"garage, lift, terrace",plastic,urban,"closed_area, entryphone",9550.0,6.15,Jagodno,Krzyki
8437,primary,agency,282663.0,21.68,1,2023.0,floor_1,10.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone",13037.96,3.41,Gajowice,Fabryczna
8438,primary,agency,508963.0,42.77,2,2023.0,floor_4,10.0,other,full_ownership,block,to_completion,"balcony, garage, lift, terrace",plastic,urban,"anti_burglary_door, entryphone",11900.0,3.41,Gajowice,Fabryczna
8439,secondary,agency,890000.0,97.0,3,1996.0,floor_2,6.0,brick,full_ownership,apartment,ready_to_use,"balcony, lift, usable_room",plastic,urban,"entryphone, monitoring",9175.26,2.03,Plac Grunwaldzki,Śródmieście
8440,secondary,agency,589000.0,70.0,3,1990.0,floor_4,4.0,concrete_plate,co_operative_ownership,block,unknown,"balcony, basement",plastic,urban,"anti_burglary_door, entryphone",8414.29,7.38,Żerniki,Fabryczna
8441,secondary,agency,929204.0,84.55,3,1930.0,floor_3,4.0,brick,full_ownership,tenement,to_renovation,separate_kitchen,plastic,gas,0,10989.99,0.91,Stare Miasto,Stare Miasto
8442,secondary,agency,549000.0,51.0,2,1930.0,ground_floor,1.0,brick,full_ownership,house,unknown,"basement, garage, garden",plastic,gas,0,10764.71,7.38,Żerniki,Fabryczna
8443,primary,agency,526430.0,43.15,2,2023.0,floor_7,10.0,unknown,full_ownership,block,to_renovation,"basement, lift, terrace",unknown,urban,entryphone,12200.0,7.38,Żerniki,Fabryczna
8444,primary,agency,450240.0,42.88,2,2023.0,floor_3,4.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,urban,entryphone,10500.0,6.15,Jagodno,Krzyki
8445,primary,agency,329724.0,25.56,1,2024.0,floor_6,7.0,other,full_ownership,block,to_renovation,"balcony, garage",plastic,urban,0,12900.0,3.76,Tarnogaj,Krzyki
8446,secondary,agency,510000.0,54.7,3,1970.0,floor_10,10.0,unknown,unknown,block,unknown,"basement, lift",plastic,urban,entryphone,9323.58,3.76,Tarnogaj,Krzyki
8447,primary,agency,595800.0,59.58,4,2023.0,floor_2,4.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,urban,entryphone,10000.0,6.15,Jagodno,Krzyki
8448,primary,agency,521794.0,42.77,2,2023.0,floor_8,10.0,other,full_ownership,block,to_completion,"balcony, garage, lift, terrace",plastic,urban,"anti_burglary_door, entryphone",12200.0,7.38,Żerniki,Fabryczna
8449,secondary,agency,549000.0,47.0,3,,floor_5,8.0,unknown,full_ownership,block,unknown,"lift, separate_kitchen",unknown,urban,0,11680.85,1.99,Ołbin,Śródmieście
8450,primary,agency,493044.0,54.48,3,2023.0,floor_1,4.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone",9050.0,6.12,Jagodno,Krzyki
8451,primary,agency,951060.0,86.46,4,2024.0,floor_6,7.0,other,full_ownership,block,to_completion,"balcony, lift",plastic,urban,entryphone,11000.0,3.76,Tarnogaj,Krzyki
8452,primary,agency,615785.0,57.55,3,2024.0,floor_3,7.0,other,full_ownership,block,to_completion,"lift, terrace",plastic,urban,entryphone,10700.0,3.76,Tarnogaj,Krzyki
8453,secondary,agency,380000.0,50.9,2,1970.0,ground_floor,2.0,unknown,full_ownership,block,ready_to_use,"balcony, basement, separate_kitchen",plastic,urban,entryphone,7465.62,6.64,Pilczyce-Kozanów-Popowice Północne,Fabryczna
8454,primary,agency,446904.0,41.38,2,2022.0,floor_3,7.0,other,full_ownership,block,to_completion,"lift, terrace",plastic,urban,entryphone,10800.0,3.76,Tarnogaj,Krzyki
8455,primary,agency,604065.0,57.53,3,2024.0,floor_1,7.0,other,full_ownership,unknown,to_completion,"lift, terrace",aluminium,urban,entryphone,10500.0,3.76,Tarnogaj,Krzyki
8456,primary,agency,893200.0,79.75,4,2024.0,floor_1,7.0,unknown,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,entryphone,11200.0,3.76,Tarnogaj,Krzyki
8457,primary,agency,427455.0,41.3,2,2022.0,floor_2,4.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,urban,"alarm, entryphone, monitoring",10350.0,3.98,Krzyki-Partynice,Krzyki
8458,primary,agency,414335.0,47.15,2,2022.0,floor_3,4.0,silikat,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone",8787.59,9.74,Psie Pole-Zawidawie,Psie Pole
8459,primary,agency,493488.0,53.62,3,2022.0,ground_floor,7.0,concrete,full_ownership,apartment,to_completion,garden,plastic,urban,0,9203.43,3.76,Tarnogaj,Krzyki
8460,primary,agency,416923.0,36.33,2,2022.0,floor_2,12.0,unknown,full_ownership,unknown,unknown,0,unknown,unknown,0,11476.0,2.61,Szczepin,Stare Miasto
8461,primary,agency,291272.0,25.97,1,2022.0,ground_floor,12.0,other,full_ownership,block,to_completion,0,unknown,unknown,"alarm, entryphone, monitoring",11215.71,2.58,Szczepin,Stare Miasto
8462,primary,agency,320936.0,27.92,1,2022.0,floor_1,12.0,other,full_ownership,block,to_completion,0,unknown,unknown,"alarm, entryphone, monitoring",11494.84,2.55,Szczepin,Stare Miasto
8463,primary,agency,493488.0,53.62,3,2022.0,ground_floor,7.0,concrete,full_ownership,apartment,to_completion,garden,plastic,urban,0,9203.43,3.76,Tarnogaj,Krzyki
8464,primary,agency,366314.0,37.96,2,2022.0,floor_1,10.0,concrete,full_ownership,apartment,to_completion,"balcony, lift",plastic,urban,entryphone,9650.0,3.76,Tarnogaj,Krzyki
8465,primary,agency,343883.0,35.27,2,2022.0,floor_2,10.0,concrete,full_ownership,apartment,to_completion,"balcony, lift",unknown,urban,entryphone,9750.01,3.76,Tarnogaj,Krzyki
8466,primary,agency,349164.0,32.33,2,2023.0,floor_2,4.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,urban,"closed_area, entryphone",10800.0,6.15,Jagodno,Krzyki
