,MARKET_TYPE,USER_TYPE,PRICE,AREA,ROOMS_NUM,BUILD_YEAR,FLOOR_NUMBER,BUILDING_FLOORS_NUM,BUILDING_MATERIAL,BUILDING_OWNERSHIP,BUILDING_TYPE,CONSTRUCTION_STATUS,EXTRAS_TYPES,WINDOWS_TYPE,HEATING,SECURITY_TYPES,PRICE_PER_M2,DISTANCE_FROM_CITY_CENTER_KM,RESIDENTIAL_AREA,DISTRICT
8226,secondary,agency,520000.0,64.02,2,1930.0,floor_2,5.0,unknown,full_ownership,tenement,unknown,"balcony, garage",plastic,electrical,0,8122.46,1.07,Nadodrze,Śródmieście
8227,primary,agency,614484.0,60.84,3,2022.0,floor_1,2.0,unknown,full_ownership,block,to_completion,"balcony, garage, terrace, usable_room",plastic,other,"anti_burglary_door, entryphone",10100.0,5.94,Muchobór Wielki,Fabryczna
8228,primary,agency,482565.0,47.38,2,2023.0,floor_1,2.0,other,unknown,block,to_completion,"balcony, basement, garage, lift",plastic,urban,entryphone,10184.99,6.81,Ołtaszyn,Krzyki
8229,primary,agency,584002.0,66.13,4,,floor_4,4.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,8831.12,9.75,Psie Pole-Zawidawie,Psie Pole
8230,primary,agency,559002.0,64.05,3,,floor_3,4.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,8727.59,9.87,Psie Pole-Zawidawie,Psie Pole
8231,primary,agency,419002.0,39.03,2,,floor_4,4.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,10735.38,9.66,Psie Pole-Zawidawie,Psie Pole
8232,primary,agency,589000.0,69.22,4,2022.0,floor_1,4.0,unknown,full_ownership,apartment,unknown,"balcony, garage, lift",plastic,unknown,0,8509.1,4.03,Kleczków,Psie Pole
8233,secondary,agency,505000.0,46.0,2,2019.0,floor_2,2.0,unknown,full_ownership,block,ready_to_use,"balcony, garage",plastic,urban,monitoring,10978.26,4.03,Kleczków,Psie Pole
8234,secondary,agency,1250000.0,65.0,3,2015.0,floor_3,3.0,silikat,full_ownership,block,unknown,"air_conditioning, balcony, garage, lift",wooden,boiler_room,"anti_burglary_door, closed_area, entryphone",19230.77,3.41,Gajowice,Fabryczna
8235,secondary,agency,695000.0,87.14,3,1930.0,floor_1,4.0,brick,full_ownership,tenement,ready_to_use,"balcony, basement, separate_kitchen",plastic,gas,entryphone,7975.67,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
8236,primary,agency,616000.0,65.53,3,2023.0,ground_floor,3.0,silikat,full_ownership,block,to_completion,"garage, garden, lift",plastic,urban,"anti_burglary_door, entryphone",9400.27,5.4,Sołtysowice,Psie Pole
8237,secondary,agency,859000.0,88.0,4,1990.0,floor_10,12.0,unknown,co_operative_ownership,unknown,to_renovation,"balcony, two_storey, usable_room",plastic,unknown,0,9761.36,1.9,Powstańców Śląskich,Krzyki
8238,secondary,agency,769000.0,77.0,4,2008.0,floor_1,8.0,unknown,full_ownership,block,ready_to_use,"balcony, lift, usable_room",plastic,urban,"alarm, anti_burglary_door, entryphone, monitoring",9987.01,3.42,Szczepin,Stare Miasto
8239,secondary,agency,782000.0,68.0,2,2006.0,floor_1,5.0,unknown,unknown,block,unknown,"garage, lift, terrace",unknown,urban,0,11500.0,5.76,Krzyki-Partynice,Krzyki
8240,primary,agency,456300.0,28.7,2,2024.0,ground_floor,6.0,unknown,full_ownership,block,unknown,garden,unknown,urban,0,15898.95,1.76,Ołbin,Śródmieście
8241,primary,agency,609400.0,40.19,2,2024.0,ground_floor,6.0,unknown,full_ownership,block,unknown,garden,unknown,urban,0,15162.98,1.76,Ołbin,Śródmieście
8242,primary,agency,1084800.0,79.59,3,2024.0,floor_6,6.0,unknown,full_ownership,block,unknown,balcony,unknown,urban,0,13629.85,1.76,Ołbin,Śródmieście
8243,primary,agency,969600.0,73.15,4,2024.0,floor_3,6.0,unknown,full_ownership,block,unknown,balcony,unknown,urban,0,13254.96,1.76,Ołbin,Śródmieście
8244,primary,agency,1063400.0,73.14,4,2024.0,floor_6,6.0,unknown,full_ownership,block,unknown,"balcony, lift",unknown,urban,0,14539.24,1.76,Ołbin,Śródmieście
8245,primary,agency,634444.0,73.27,4,,ground_floor,4.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,8658.99,7.04,Muchobór Wielki,Fabryczna
8246,primary,agency,466971.0,43.0,2,,floor_1,2.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,10859.79,6.52,Ołtaszyn,Krzyki
8247,primary,developer,520132.0,62.97,4,2023.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8260.0,6.92,Psie Pole-Zawidawie,Psie Pole
8248,primary,agency,506000.0,60.61,3,2022.0,ground_floor,4.0,unknown,full_ownership,block,unknown,"garden, lift",plastic,urban,"entryphone, roller_shutters",8348.46,9.06,Psie Pole-Zawidawie,Psie Pole
8249,primary,agency,991100.0,73.14,4,2024.0,floor_4,6.0,unknown,full_ownership,block,unknown,balcony,unknown,urban,0,13550.72,1.76,Ołbin,Śródmieście
8250,primary,agency,455000.0,52.91,2,2022.0,floor_3,4.0,silikat,full_ownership,unknown,to_completion,"balcony, lift",plastic,urban,"anti_burglary_door, entryphone",8599.51,9.06,Psie Pole-Zawidawie,Psie Pole
8251,secondary,agency,310000.0,32.85,2,1930.0,floor_1,1.0,unknown,full_ownership,tenement,unknown,garage,plastic,other,0,9436.83,10.26,Świniary,Psie Pole
8252,secondary,agency,489000.0,38.0,2,1910.0,ground_floor,5.0,unknown,co_operative_ownership_with_a_land_and_mortgage_registe,tenement,unknown,"separate_kitchen, usable_room",plastic,urban,0,12868.42,1.28,Przedmieście Świdnickie,Stare Miasto
8253,primary,agency,444000.0,47.15,2,2022.0,floor_1,4.0,unknown,full_ownership,house,to_completion,"garage, lift, usable_room",plastic,urban,entryphone,9416.76,9.94,Psie Pole-Zawidawie,Psie Pole
8254,primary,agency,534800.0,66.15,3,2022.0,floor_2,4.0,unknown,unknown,unknown,to_completion,balcony,plastic,unknown,0,8084.66,9.17,Psie Pole-Zawidawie,Psie Pole
8255,primary,agency,513386.0,47.98,2,2022.0,ground_floor,4.0,unknown,unknown,unknown,unknown,"balcony, garage, usable_room",unknown,unknown,0,10700.0,5.92,Swojczyce-Strachocin-Wojnów,Psie Pole
8256,primary,agency,628865.0,43.37,2,2021.0,floor_4,4.0,other,full_ownership,unknown,unknown,balcony,plastic,other,"anti_burglary_door, entryphone",14500.0,1.28,Przedmieście Świdnickie,Stare Miasto
8257,secondary,agency,445462.0,50.91,2,2022.0,ground_floor,2.0,unknown,full_ownership,unknown,unknown,"garden, terrace",plastic,other,"anti_burglary_door, closed_area, entryphone",8749.99,5.5,Kowale,Psie Pole
8258,secondary,agency,376000.0,31.69,2,,ground_floor,4.0,unknown,unknown,block,unknown,"garden, lift",plastic,urban,entryphone,11864.94,3.76,Tarnogaj,Krzyki
8259,primary,agency,748490.0,51.62,2,2022.0,floor_6,11.0,unknown,full_ownership,unknown,unknown,0,plastic,other,"entryphone, monitoring",14500.0,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
8260,secondary,agency,750000.0,68.6,2,1880.0,floor_3,4.0,unknown,unknown,tenement,ready_to_use,0,plastic,electrical,0,10932.94,1.86,Plac Grunwaldzki,Śródmieście
8261,secondary,agency,530000.0,61.0,2,1978.0,floor_4,4.0,concrete_plate,full_ownership,block,unknown,"balcony, basement, separate_kitchen",plastic,urban,"anti_burglary_door, entryphone",8688.52,2.9,Huby,Krzyki
8262,secondary,agency,275000.0,32.85,2,,floor_1,1.0,unknown,unknown,unknown,to_renovation,garage,plastic,unknown,0,8371.39,10.34,Świniary,Psie Pole
8263,primary,agency,450290.0,43.76,2,2023.0,floor_1,2.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, lift, usable_room",plastic,boiler_room,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",10289.99,6.81,Ołtaszyn,Krzyki
8264,primary,agency,899000.0,52.0,2,,floor_3,4.0,unknown,full_ownership,apartment,to_completion,lift,wooden,unknown,0,17288.46,1.28,Stare Miasto,Stare Miasto
8265,secondary,agency,999000.0,81.33,3,2008.0,floor_4,5.0,silikat,full_ownership,apartment,unknown,"balcony, lift, two_storey",wooden,urban,"anti_burglary_door, closed_area, entryphone, roller_shutters",12283.29,5.74,Muchobór Wielki,Fabryczna
8266,secondary,agency,370000.0,32.0,2,1924.0,ground_floor,2.0,brick,full_ownership,tenement,unknown,basement,plastic,gas,"anti_burglary_door, entryphone",11562.5,3.91,Gaj,Krzyki
8267,primary,agency,580246.0,58.17,3,2023.0,floor_1,2.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, lift, usable_room",plastic,boiler_room,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",9975.0,6.81,Ołtaszyn,Krzyki
8268,secondary,agency,796000.0,59.0,2,2002.0,floor_4,6.0,unknown,full_ownership,apartment,unknown,lift,plastic,urban,0,13491.53,0.41,Stare Miasto,Stare Miasto
8269,primary,agency,288435.0,33.5,1,,ground_floor,3.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,8610.0,8.8,Psie Pole-Zawidawie,Psie Pole
8270,primary,developer,371112.0,39.48,2,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,9400.0,7.94,Psie Pole-Zawidawie,Psie Pole
8271,primary,developer,371112.0,39.48,2,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,9400.0,7.94,Psie Pole-Zawidawie,Psie Pole
8272,primary,developer,483718.0,58.99,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8273,primary,developer,525556.0,63.32,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8300.0,7.94,Psie Pole-Zawidawie,Psie Pole
8274,primary,developer,521655.0,62.85,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8300.0,7.94,Psie Pole-Zawidawie,Psie Pole
8275,primary,developer,375530.0,39.95,2,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,9400.0,7.94,Psie Pole-Zawidawie,Psie Pole
8276,primary,developer,522983.0,63.01,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8300.0,7.94,Psie Pole-Zawidawie,Psie Pole
8277,primary,developer,363860.0,39.55,2,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,9200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8278,primary,developer,480760.0,56.56,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8500.0,7.94,Psie Pole-Zawidawie,Psie Pole
8279,primary,developer,515370.0,62.85,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8280,primary,developer,490360.0,59.8,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8281,primary,developer,508209.0,61.23,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8300.0,7.94,Psie Pole-Zawidawie,Psie Pole
8282,primary,developer,363545.0,39.95,2,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garage, garden, lift",unknown,unknown,0,9100.0,7.94,Psie Pole-Zawidawie,Psie Pole
8283,primary,developer,480760.0,56.56,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8500.0,7.94,Psie Pole-Zawidawie,Psie Pole
8284,primary,developer,497502.0,59.94,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8300.0,7.94,Psie Pole-Zawidawie,Psie Pole
8285,primary,developer,490360.0,59.8,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8286,primary,developer,469448.0,56.56,3,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8300.0,7.94,Psie Pole-Zawidawie,Psie Pole
8287,primary,developer,488310.0,59.55,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8288,primary,developer,362572.0,39.41,2,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,9200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8289,primary,developer,479315.0,56.39,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8500.0,7.94,Psie Pole-Zawidawie,Psie Pole
8290,primary,developer,370240.0,41.6,2,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garage, garden, lift",unknown,unknown,0,8900.0,7.94,Psie Pole-Zawidawie,Psie Pole
8291,primary,developer,516682.0,63.01,3,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garage, garden, lift",unknown,unknown,0,8200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8292,primary,developer,395250.0,46.5,2,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8500.0,7.94,Psie Pole-Zawidawie,Psie Pole
8293,primary,developer,463420.0,54.52,3,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garage, garden, lift",unknown,unknown,0,8500.0,7.94,Psie Pole-Zawidawie,Psie Pole
8294,primary,developer,456450.0,53.7,3,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garage, garden, lift",unknown,unknown,0,8500.0,7.94,Psie Pole-Zawidawie,Psie Pole
8295,primary,developer,459654.0,55.38,3,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8300.0,7.94,Psie Pole-Zawidawie,Psie Pole
8296,primary,developer,490032.0,59.76,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8297,primary,developer,470390.0,55.34,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8500.0,7.94,Psie Pole-Zawidawie,Psie Pole
8298,primary,developer,530868.0,64.74,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8299,primary,developer,530868.0,64.74,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8300,primary,developer,491508.0,59.94,3,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8301,primary,developer,470390.0,55.34,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8500.0,7.94,Psie Pole-Zawidawie,Psie Pole
8302,primary,developer,460615.0,54.19,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8500.0,7.94,Psie Pole-Zawidawie,Psie Pole
8303,primary,developer,528959.0,63.73,3,2024.0,floor_2,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8300.0,7.94,Psie Pole-Zawidawie,Psie Pole
8304,primary,developer,493269.0,59.43,3,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garage, garden, lift",unknown,unknown,0,8300.0,7.94,Psie Pole-Zawidawie,Psie Pole
8305,primary,developer,501512.0,61.16,3,2024.0,floor_1,2.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,0,8200.0,7.94,Psie Pole-Zawidawie,Psie Pole
8306,primary,developer,423215.0,49.79,2,2024.0,ground_floor,2.0,unknown,full_ownership,unknown,to_completion,"garage, garden, lift",unknown,unknown,0,8500.0,7.94,Psie Pole-Zawidawie,Psie Pole
8307,secondary,agency,690000.0,58.6,3,2016.0,floor_2,3.0,silikat,full_ownership,apartment,ready_to_use,"balcony, lift, usable_room",plastic,urban,"closed_area, entryphone",11774.74,3.76,Tarnogaj,Krzyki
8308,secondary,agency,615000.0,76.0,3,,floor_4,4.0,brick,full_ownership,tenement,unknown,basement,unknown,gas,entryphone,8092.11,1.97,Gajowice,Fabryczna
8309,secondary,agency,620000.0,48.35,3,,ground_floor,6.0,unknown,full_ownership,unknown,ready_to_use,"balcony, garage, garden, terrace",plastic,unknown,0,12823.16,1.58,Przedmieście Świdnickie,Stare Miasto
8310,secondary,agency,749000.0,63.8,2,2013.0,ground_floor,5.0,silikat,full_ownership,apartment,ready_to_use,"lift, separate_kitchen, terrace, usable_room",wooden,urban,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",11739.81,4.25,Grabiszyn-Grabiszynek,Fabryczna
8311,secondary,agency,872000.0,54.0,2,2019.0,floor_2,8.0,unknown,full_ownership,unknown,ready_to_use,"balcony, garage, usable_room",plastic,unknown,0,16148.15,1.31,Nadodrze,Śródmieście
8312,secondary,agency,400000.0,33.45,1,2004.0,ground_floor,2.0,unknown,full_ownership,block,ready_to_use,"basement, garden",plastic,urban,"entryphone, roller_shutters",11958.15,3.46,Gaj,Krzyki
8313,secondary,agency,599000.0,64.0,3,,floor_3,4.0,brick,full_ownership,tenement,ready_to_use,"balcony, basement, garage, usable_room",unknown,gas,0,9359.38,2.29,Huby,Krzyki
8314,secondary,agency,650000.0,76.0,2,1900.0,floor_1,5.0,unknown,full_ownership,tenement,ready_to_use,"basement, separate_kitchen",plastic,urban,entryphone,8552.63,1.8,Ołbin,Śródmieście
8315,secondary,agency,499000.0,66.0,3,1915.0,floor_4,5.0,brick,full_ownership,tenement,ready_to_use,basement,plastic,unknown,0,7560.61,0.97,Nadodrze,Śródmieście
8316,secondary,agency,650000.0,76.0,2,1930.0,floor_1,5.0,brick,full_ownership,unknown,unknown,0,unknown,unknown,0,8552.63,1.8,Ołbin,Śródmieście
8317,primary,agency,467100.0,34.6,2,2023.0,floor_3,12.0,other,full_ownership,apartment,to_completion,"balcony, garage, lift",aluminium,urban,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",13500.0,2.83,Ołbin,Śródmieście
8318,primary,agency,380356.0,32.03,2,2022.0,floor_3,4.0,unknown,unknown,unknown,unknown,"balcony, lift",plastic,urban,"anti_burglary_door, closed_area, entryphone",11874.99,5.77,Jagodno,Krzyki
8319,primary,agency,633296.0,67.97,3,,floor_1,4.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,9317.29,6.4,Kuźniki,Fabryczna
8320,primary,agency,727631.0,85.89,2,,floor_3,4.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,8471.66,6.35,Kuźniki,Fabryczna
8321,primary,agency,546000.0,65.89,4,2022.0,floor_2,4.0,unknown,full_ownership,block,unknown,balcony,plastic,urban,0,8286.54,9.06,Psie Pole-Zawidawie,Psie Pole
8322,primary,agency,624000.0,69.63,4,2022.0,floor_2,4.0,silikat,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone",8961.65,9.74,Psie Pole-Zawidawie,Psie Pole
8323,primary,agency,536600.0,60.36,3,2023.0,floor_2,4.0,other,full_ownership,block,to_completion,"balcony, lift",plastic,urban,entryphone,8889.99,6.41,Jagodno,Krzyki
8324,primary,agency,603512.0,72.8,4,2023.0,floor_2,2.0,other,full_ownership,block,to_completion,"balcony, garage, lift",unknown,urban,entryphone,8290.0,6.41,Jagodno,Krzyki
8325,primary,agency,446533.0,49.67,2,2023.0,floor_1,4.0,other,full_ownership,block,to_completion,"garage, garden, lift",plastic,urban,entryphone,8989.99,6.41,Jagodno,Krzyki
8326,primary,agency,554000.0,60.3,3,2022.0,floor_2,2.0,silikat,full_ownership,block,to_completion,balcony,plastic,urban,"anti_burglary_door, entryphone",9187.4,9.74,Psie Pole-Zawidawie,Psie Pole
8327,secondary,agency,570000.0,63.68,3,1970.0,floor_5,5.0,brick,full_ownership,tenement,ready_to_use,"separate_kitchen, usable_room",plastic,urban,entryphone,8951.01,2.3,Huby,Krzyki
8328,primary,agency,435545.0,49.55,2,2023.0,floor_2,4.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone",8790.01,6.41,Jagodno,Krzyki
8329,primary,agency,470000.0,47.0,2,2022.0,floor_3,3.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",10000.0,6.04,Oporów,Fabryczna
8330,primary,agency,488190.0,52.55,3,2022.0,floor_3,4.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,entryphone,9290.01,6.41,Jagodno,Krzyki
8331,primary,agency,926543.0,73.1,3,2023.0,floor_2,17.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,entryphone,12675.01,1.8,Ołbin,Śródmieście
8332,secondary,agency,569000.0,44.5,2,1930.0,floor_1,3.0,unknown,full_ownership,tenement,unknown,0,plastic,gas,0,12786.52,2.13,Huby,Krzyki
8333,primary,agency,496616.0,53.98,3,2023.0,floor_2,4.0,other,full_ownership,block,to_completion,"balcony, basement, garage, lift",plastic,urban,"closed_area, entryphone",9200.0,6.15,Jagodno,Krzyki
8334,secondary,agency,729000.0,44.0,2,2013.0,floor_3,17.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,16568.18,1.28,Przedmieście Świdnickie,Stare Miasto
8335,secondary,agency,650000.0,71.5,4,1992.0,floor_5,6.0,brick,co_operative_ownership,block,ready_to_use,"balcony, basement, lift, separate_kitchen, usable_room",unknown,urban,0,9090.91,4.32,Biskupin-Sępolno-Dąbie-Bartoszowice,Śródmieście
8336,primary,agency,523388.0,56.89,4,2023.0,floor_3,4.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone",9200.0,6.15,Jagodno,Krzyki
8337,primary,agency,389000.0,37.06,2,2023.0,floor_2,4.0,other,full_ownership,block,to_completion,"balcony, lift",plastic,urban,"anti_burglary_door, closed_area, entryphone",10496.49,4.03,Kleczków,Psie Pole
8338,primary,agency,756860.0,56.8,3,2023.0,floor_2,7.0,unknown,full_ownership,apartment,to_completion,"garage, lift, terrace",plastic,urban,0,13325.0,2.83,Ołbin,Śródmieście
8339,primary,agency,492307.0,53.27,2,2022.0,ground_floor,4.0,unknown,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,entryphone,9241.73,6.35,Kuźniki,Fabryczna
8340,primary,agency,515770.0,56.43,3,2022.0,ground_floor,3.0,unknown,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,entryphone,9140.0,6.35,Kuźniki,Fabryczna
8341,primary,agency,878289.0,74.43,4,2022.0,floor_2,7.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, lift",plastic,urban,"entryphone, monitoring",11800.2,2.02,Szczepin,Stare Miasto
8342,primary,agency,828990.0,77.18,4,2022.0,ground_floor,7.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, lift",plastic,urban,"closed_area, entryphone, monitoring",10741.0,1.85,Szczepin,Stare Miasto
8343,primary,agency,327910.0,27.1,1,2023.0,ground_floor,4.0,unknown,full_ownership,unknown,unknown,"lift, terrace",plastic,urban,entryphone,12100.0,3.76,Tarnogaj,Krzyki
8344,primary,agency,1055001.0,65.0,3,2021.0,floor_1,6.0,unknown,full_ownership,unknown,to_completion,"balcony, garage, lift",plastic,unknown,0,16230.78,1.32,Nadodrze,Śródmieście
8345,primary,agency,613758.0,74.94,4,2023.0,floor_3,4.0,other,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,entryphone,8189.99,6.41,Jagodno,Krzyki
8346,secondary,agency,749000.0,39.48,3,1930.0,floor_4,4.0,unknown,full_ownership,tenement,unknown,0,plastic,electrical,0,18971.63,0.49,Stare Miasto,Stare Miasto
8347,secondary,agency,835000.0,97.4,3,2010.0,ground_floor,3.0,unknown,full_ownership,block,unknown,usable_room,plastic,urban,0,8572.9,6.13,Ołtaszyn,Krzyki
8348,primary,agency,482500.0,40.39,2,2022.0,floor_2,2.0,unknown,full_ownership,unknown,unknown,"balcony, lift",plastic,other,"closed_area, entryphone",11946.03,4.03,Kleczków,Psie Pole
8349,primary,agency,740953.0,59.3,3,2023.0,floor_8,11.0,unknown,full_ownership,unknown,unknown,"lift, terrace",plastic,other,entryphone,12494.99,7.38,Żerniki,Fabryczna
8350,secondary,agency,800000.0,92.54,4,1930.0,floor_3,4.0,brick,full_ownership,tenement,unknown,"balcony, basement, separate_kitchen",unknown,unknown,entryphone,8644.91,1.81,Ołbin,Śródmieście
8351,primary,agency,458421.0,37.27,2,2022.0,floor_1,10.0,silikat,full_ownership,apartment,unknown,balcony,plastic,urban,0,12300.0,3.41,Gajowice,Fabryczna
8352,primary,agency,699929.0,69.96,3,2022.0,ground_floor,4.0,other,full_ownership,block,to_completion,"basement, garage, lift, terrace",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",10004.7,6.15,Jagodno,Krzyki
8353,primary,agency,616876.0,65.53,3,2023.0,ground_floor,3.0,unknown,full_ownership,block,to_completion,garden,plastic,boiler_room,0,9413.64,5.37,Sołtysowice,Psie Pole
8354,primary,agency,656838.0,72.18,3,2023.0,floor_3,3.0,unknown,full_ownership,block,to_completion,"balcony, lift",plastic,boiler_room,entryphone,9100.0,5.37,Sołtysowice,Psie Pole
8355,primary,agency,688076.0,76.88,4,2023.0,ground_floor,4.0,other,full_ownership,block,to_completion,"balcony, garage, garden, lift",plastic,urban,"anti_burglary_door, entryphone",8950.0,6.12,Jagodno,Krzyki
8356,primary,agency,637560.0,69.0,3,2022.0,floor_3,3.0,other,full_ownership,block,to_completion,"balcony, garage",plastic,boiler_room,entryphone,9240.0,3.76,Tarnogaj,Krzyki
8357,primary,agency,644393.0,45.3,2,2023.0,floor_3,7.0,silikat,full_ownership,apartment,to_completion,"balcony, basement, garage, lift",plastic,urban,"entryphone, monitoring",14225.01,1.8,Ołbin,Śródmieście
8358,primary,agency,621300.0,37.8,2,2023.0,floor_higher_10,15.0,unknown,full_ownership,apartment,to_completion,"balcony, basement, lift",plastic,urban,"entryphone, monitoring",16436.51,3.44,Zacisze-Zalesie-Szczytniki,Śródmieście
8359,primary,agency,575050.0,53.0,3,2022.0,floor_1,4.0,other,full_ownership,apartment,to_completion,"balcony, basement, garage, lift",plastic,urban,"anti_burglary_door, entryphone, monitoring, roller_shutters",10850.0,4.69,Krzyki-Partynice,Krzyki
8360,primary,agency,616000.0,45.4,2,2023.0,floor_5,17.0,unknown,full_ownership,block,unknown,"balcony, lift",plastic,urban,"anti_burglary_door, entryphone",13568.28,1.8,Ołbin,Śródmieście
